"id","station_id","name","address","lat","lng","fast_count","slow_count","operator","last_updated"
91,a8e64c878b5ea424188e22371f368f98,SK렌터카 본사,서울특별시 종로구 관철동 7-3,37.56942249,126.98720254,1,2,한전(빅데이터),"2026-02-24 08:40:46"
92,"549411b74f62beb4c1bf3c3db8acbb97",경희궁의아침3단지 아파트,서울특별시 종로구 내수동 사직로8길 34,37.57330289,126.97200699,0,2,한전(빅데이터),"2026-02-24 08:40:47"
93,"6f5fcd792f73cb2d563ac06be1e8e6b7",광화문스페이스본 아파트,서울특별시 종로구 사직동 사직로8길 4,37.57428747,126.96807504,1,3,한전(빅데이터),"2026-02-24 08:40:47"
94,bf9ae7698c44e7ca481dc0bd83c5dc93,국립현대미술관 서울관,서울특별시 종로구 소격동 165-10,37.57863370,126.98055435,2,0,한전(빅데이터),"2026-02-24 08:40:48"
95,e9ea35680eb65aa244a5dd07f5da2f50,동성빌라,서울특별시 종로구 구기동 비봉2길 32,37.61185893,126.95822605,0,1,한전(빅데이터),"2026-02-24 08:40:46"
96,"9e304765fdf287ae26a0921859472b4f",명륜아남1차 아파트,서울특별시 종로구 명륜2가 창경궁로 265,37.58517933,126.99983290,1,2,한전(빅데이터),"2026-02-24 08:40:48"
97,c84fd3758c2330dcfc0340bc507514b6,무악현대 아파트,서울특별시 종로구 무악동 통일로 246-20,37.57535113,126.96146390,1,3,한전(빅데이터),"2026-02-24 08:40:49"
98,"7b23c020864833e7e42461ac774a9f22",서울대학교병원 대한외래병동주차장,서울특별시 종로구 연건동 28-21,37.57915673,126.99879639,2,0,한전(빅데이터),"2026-02-24 08:40:50"
99,cab3e572a889e978730b497fd1c4d07f,서울대학교병원 암병동 주차장,서울특별시 종로구 연건동 28-21,37.57915673,126.99879639,2,0,한전(빅데이터),"2026-02-24 08:40:49"
100,f1865f027e99ae8dee41eb61c83d5548,서울대학교병원 장례식장주차장,서울특별시 종로구 연건동 28-2,37.58073269,126.99948061,2,0,한전(빅데이터),"2026-02-24 08:40:50"
101,bb0645e9baddf9991828bf7f39ce6f57,석탄회관,서울특별시 종로구 수송동 80-6,37.57292973,126.98046676,1,0,한전(빅데이터),"2026-02-24 08:40:51"
102,"8da934f760daff75b534a2dce581d66b",인왕산2차아이파크,서울특별시 종로구 무악동 통일로 246-20,37.57535113,126.96146390,0,2,한전(빅데이터),"2026-02-24 08:40:52"
